Year_of_Release,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Average,2600,3DS,DC,DS,G,GBA,GC,GEN,N64,NES,PC,PS,PS2,PS3,PS4,PSP,PSV,SAT,SNES,Wii,WiiU,X,X360,XOne
2005,0,2.08,0.83,0.46,0.25,3.62,1.448,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2009,1,0.6,2.45,0.05,0.52,3.62,1.448,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2008,2,2.32,0.96,0.0,0.34,3.62,1.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,5,1.37,1.55,0.17,0.52,3.61,1.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,5,1.93,1.22,0.03,0.44,3.61,1.446,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1994,5,2.05,1.4,0.0,0.16,3.61,1.444,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,6,2.02,1.17,0.0,0.42,3.61,1.444,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2001,0,2.38,0.67,0.46,0.1,3.6,1.442,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2,1.89,1.39,0.0,0.31,3.59,1.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2005,5,2.18,1.02,0.03,0.37,3.59,1.438,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007,7,1.6,1.49,0.1,0.39,3.58,1.432,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,9,2.01,1.35,0.06,0.16,3.58,1.432,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1997,8,1.57,1.79,0.0,0.2,3.56,1.4240000000000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016,5,2.25,0.98,0.0,0.33,3.56,1.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,0,2.32,0.9,0.0,0.33,3.56,1.422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,0,1.56,1.4,0.07,0.5,3.54,1.4140000000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2002,0,1.23,1.77,0.05,0.49,3.54,1.416,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,0,1.66,1.58,0.12,0.18,3.54,1.416,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2001,5,1.9,1.13,0.1,0.41,3.53,1.4140000000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005,0,1.98,1.14,0.01,0.41,3.53,1.4140000000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2000,0,1.96,1.33,0.0,0.23,3.52,1.408,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,1,0.71,2.39,0.02,0.4,3.52,1.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1999,8,2.14,1.21,0.01,0.17,3.52,1.41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,5,2.66,0.49,0.05,0.3,3.51,1.402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1996,8,1.17,0.5,1.75,0.08,3.51,1.402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,0,2.11,0.93,0.12,0.34,3.5,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1985,0,1.64,0.38,1.42,0.06,3.5,1.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,0,2.85,0.38,0.03,0.24,3.5,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,5,1.31,1.42,0.27,0.5,3.5,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2003,1,0.59,2.36,0.04,0.51,3.49,1.3980000000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2013,5,2.15,1.02,0.02,0.31,3.49,1.3980000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,0,2.21,0.95,0.02,0.31,3.49,1.3960000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,5,2.1,1.01,0.04,0.32,3.48,1.3900000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,5,2.78,0.34,0.0,0.36,3.47,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,1,1.21,1.62,0.27,0.37,3.46,1.386,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,2,2.1,1.01,0.01,0.35,3.46,1.386,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2,0.59,1.79,0.73,0.34,3.45,1.3800000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,5,2.4,0.71,0.03,0.29,3.44,1.3739999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,3,0.0,0.0,3.44,0.0,3.44,1.376,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,0,0.84,2.01,0.07,0.53,3.44,1.3779999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2002,9,1.55,1.27,0.33,0.29,3.44,1.3760000000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016,5,2.14,0.97,0.01,0.32,3.44,1.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,0,1.1,1.36,0.49,0.48,3.43,1.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1994,3,0.86,0.0,2.55,0.02,3.42,1.3699999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,0,1.13,2.07,0.0,0.22,3.42,1.3679999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,0,1.75,1.2,0.02,0.43,3.41,1.362,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1990,6,1.73,0.69,0.59,0.4,3.41,1.364,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,8,1.83,1.05,0.06,0.46,3.4,1.3599999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2008,0,2.04,1.03,0.0,0.32,3.4,1.358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2002,1,0.46,2.28,0.05,0.61,3.4,1.3599999999999999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2000,2,1.56,1.47,0.19,0.17,3.39,1.356,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,5,2.14,0.92,0.0,0.31,3.38,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,0,0.29,0.23,2.8,0.05,3.37,1.348,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,3,1.01,1.12,0.81,0.42,3.37,1.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1998,9,2.47,0.76,0.0,0.13,3.36,1.344,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,0,1.9,0.67,0.73,0.06,3.36,1.3439999999999999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,5,0.88,1.7,0.1,0.67,3.35,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1998,4,1.63,1.53,0.0,0.18,3.34,1.3359999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,3,0.13,0.0,3.18,0.02,3.33,1.332,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2,0.0,0.99,2.32,0.02,3.33,1.332,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,5,1.45,1.29,0.12,0.46,3.33,1.33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2002,8,1.44,1.01,0.57,0.3,3.33,1.33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005,0,1.47,1.39,0.03,0.43,3.32,1.3279999999999998,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2009,0,1.4,0.91,0.74,0.26,3.31,1.3239999999999998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,5,1.99,1.05,0.05,0.22,3.31,1.324,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014,5,1.98,1.0,0.03,0.3,3.31,1.3239999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2013,0,1.9,1.11,0.01,0.29,3.31,1.3239999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,2,1.97,1.04,0.0,0.3,3.3,1.3219999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2003,0,1.5,1.28,0.05,0.46,3.28,1.314,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,8,1.21,0.92,0.95,0.2,3.28,1.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,6,0.74,1.68,0.4,0.45,3.28,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2003,0,1.89,1.05,0.02,0.31,3.27,1.308,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2008,11,0.61,1.57,0.82,0.27,3.26,1.3059999999999998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,0.9,2.12,0.0,0.24,3.26,1.3039999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,6,0.5,1.58,0.31,0.87,3.26,1.3039999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015,1,2.35,0.3,0.0,0.6,3.26,1.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2008,2,1.35,1.11,0.46,0.32,3.25,1.298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1995,9,0.95,1.3,0.77,0.22,3.24,1.296,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016,1,0.72,2.3,0.0,0.22,3.24,1.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,7,1.05,1.93,0.0,0.24,3.23,1.2899999999999998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,5,1.72,1.33,0.0,0.16,3.21,1.284,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1983,1,0.73,0.1,2.35,0.02,3.2,1.28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,9,1.76,1.21,0.07,0.16,3.2,1.28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1995,9,2.26,0.72,0.12,0.1,3.2,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1995,3,0.0,0.0,3.19,0.0,3.19,1.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2008,0,1.48,1.0,0.04,0.66,3.18,1.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011,4,1.28,1.29,0.12,0.5,3.18,1.2740000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2003,0,1.78,1.12,0.09,0.19,3.18,1.272,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007,3,1.35,0.59,0.8,0.43,3.18,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2010,2,2.15,0.76,0.01,0.26,3.17,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2001,7,2.06,0.56,0.38,0.17,3.17,1.268,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,7,0.55,1.07,1.41,0.13,3.16,1.264,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,1.92,0.16,0.99,0.09,3.15,1.262,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,1,0.68,0.0,0.0,2.46,3.14,1.256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,2,1.06,1.1,0.76,0.22,3.14,1.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2008,4,1.87,0.97,0.0,0.3,3.14,1.2559999999999998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,0,1.7,1.25,0.02,0.16,3.13,1.252,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,0,1.41,1.03,0.46,0.23,3.13,1.252,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,6,2.14,0.86,0.0,0.13,3.12,1.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1999,6,2.31,0.62,0.14,0.04,3.12,1.246,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,8,1.21,1.56,0.06,0.29,3.12,1.248,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3,1.53,1.03,0.1,0.46,3.12,1.248,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1990,3,0.08,0.0,3.03,0.01,3.12,1.248,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2,0.91,1.0,1.03,0.17,3.12,1.246,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,2,0.55,0.5,1.93,0.13,3.11,1.244,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,3,1.69,0.85,0.14,0.43,3.1,1.2420000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012,5,0.88,0.94,0.88,0.4,3.1,1.2399999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,3,1.99,0.81,0.03,0.27,3.1,1.2399999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2002,9,2.17,0.28,0.55,0.08,3.09,1.234,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2001,1,2.5,0.16,0.01,0.42,3.08,1.234,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1986,1,1.92,0.45,0.64,0.07,3.08,1.232,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,8,1.57,0.62,0.55,0.34,3.07,1.23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,7,1.72,1.21,0.0,0.14,3.07,1.228,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,0,1.8,0.98,0.0,0.29,3.07,1.2280000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2008,0,1.75,1.01,0.0,0.29,3.05,1.22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,5,1.89,0.88,0.04,0.25,3.05,1.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008,0,1.91,0.84,0.0,0.29,3.05,1.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,3,1.94,0.84,0.03,0.24,3.04,1.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008,0,1.95,0.79,0.02,0.28,3.04,1.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,4,1.29,1.21,0.06,0.47,3.03,1.2120000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1995,8,1.54,1.33,0.0,0.16,3.03,1.2120000000000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2002,0,1.85,1.04,0.0,0.13,3.02,1.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,1,0.62,1.85,0.12,0.44,3.02,1.2100000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1987,9,2.03,0.47,0.45,0.07,3.02,1.208,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,1,1.45,1.13,0.07,0.38,3.02,1.21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,1,2.61,0.2,0.01,0.19,3.01,1.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,5,1.4,1.06,0.08,0.47,3.01,1.204,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012,5,1.38,1.32,0.02,0.28,3.01,1.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,8,2.04,0.63,0.12,0.22,3.0,1.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007,9,1.15,0.0,0.76,1.09,3.0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005,9,1.57,1.02,0.0,0.41,3.0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1993,5,1.61,0.51,0.8,0.07,2.99,1.1960000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2000,2,1.67,1.18,0.0,0.13,2.99,1.194,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,1,0.12,1.26,1.16,0.45,2.99,1.1960000000000002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2001,0,1.36,0.86,0.64,0.13,2.99,1.1960000000000002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014,0,1.02,1.43,0.05,0.47,2.97,1.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011,3,1.59,1.01,0.0,0.38,2.97,1.19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,5,1.85,0.8,0.04,0.27,2.96,1.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2003,8,1.04,1.37,0.06,0.49,2.96,1.184,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2002,0,1.36,1.15,0.04,0.41,2.96,1.184,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,5,1.33,1.1,0.08,0.44,2.95,1.1800000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1996,6,1.98,0.58,0.34,0.04,2.94,1.176,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,5,2.22,0.51,0.06,0.15,2.94,1.1760000000000002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005,9,1.45,1.11,0.04,0.33,2.94,1.174,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2009,9,1.83,0.7,0.15,0.26,2.94,1.1760000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2001,11,2.07,0.77,0.05,0.05,2.94,1.1759999999999997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,1.76,0.68,0.12,0.37,2.93,1.1720000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2013,5,1.88,0.77,0.0,0.27,2.93,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,1,0.79,1.92,0.0,0.21,2.92,1.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008,8,1.55,0.04,1.19,0.15,2.92,1.17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,8,1.75,0.45,0.62,0.09,2.91,1.1640000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,3,1.83,0.79,0.03,0.27,2.91,1.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2004,2,1.54,1.14,0.0,0.22,2.9,1.16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2003,1,0.08,1.24,1.13,0.45,2.9,1.1600000000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2008,1,1.75,0.86,0.0,0.28,2.89,1.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2001,1,0.99,0.32,1.38,0.2,2.89,1.1560000000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007,7,1.41,1.12,0.05,0.3,2.89,1.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2006,11,0.86,1.04,0.73,0.26,2.89,1.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2004,5,1.51,1.12,0.01,0.24,2.89,1.154,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1999,5,2.03,0.72,0.02,0.11,2.88,1.152,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007,7,1.3,1.26,0.0,0.31,2.87,1.1480000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,6,0.09,2.43,0.12,0.22,2.87,1.1460000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,9,1.55,0.82,0.0,0.5,2.86,1.1460000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,1,2.53,0.15,0.0,0.17,2.86,1.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2002,3,2.09,0.63,0.03,0.11,2.86,1.1439999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,0,1.07,1.31,0.06,0.42,2.85,1.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1997,8,1.29,0.53,0.98,0.05,2.85,1.14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,6,1.37,0.51,0.89,0.07,2.85,1.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1996,10,1.37,1.34,0.0,0.14,2.85,1.1400000000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,9,1.98,0.53,0.0,0.34,2.85,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2009,1,2.52,0.09,0.0,0.22,2.83,1.1320000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2002,9,1.32,1.08,0.04,0.39,2.83,1.1320000000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007,5,1.65,0.85,0.05,0.28,2.83,1.1320000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2002,5,1.96,0.67,0.1,0.09,2.82,1.128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,0,1.87,0.55,0.11,0.29,2.82,1.128,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2003,0,1.59,1.05,0.04,0.14,2.82,1.1280000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
